uniqueid,date,pagepath,pagetitle,sessionmedium,sessionsource,landingpage,browser,day,sessions,screenpageviews,activeusers,userengagementduration,engagementrate,conversions,totalrevenue,averagesessionduration,bouncerate,newusers,formatted_date
97d97e28f5e3c73e4d8901d7ba5d4f542a48387bde9f4126a33352c589146443,Sat Sep 09 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adi/,Adi Dedic - eMedia Patch,organic,google,/portfolio-item/aida,Chrome,09,1,1,1,0,0,0,0,24.05032,1,0,2023-09-09
24be47b5b64cf4f9fd3c577747ae269a09234d9d3b2bc36dde360cf16c441060,Sun Sep 10 2023 00:00:00 GMT+0200 (Central European Summer Time),/financemanager.html,Page not found - eMedia Patch,organic,google,/financemanager.html,Chrome,10,1,1,1,7,0,0,0,7.365086,1,1,2023-09-10
051cde2d39ae71ca2ef28d836265ba20a31396bc2bc221bf8b578f230f8700e2,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,linkedin.com,(not set),Chrome,11,1,0,1,0,0,0,0,0,1,0,2023-09-11
2107d466c17ee2fe087eda28e00fa1ee250a47189362c7fa3ca3b7d1da754bb1,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,linkedin.com,(not set),Safari,11,1,0,1,0,0,0,0,0,1,0,2023-09-11
d827fee01cf1bd6766df2ad6bb6635dbab1c0f9dfd79a27f00a6d2cd001a4c4b,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,11,1,1,1,11,1,1,0,17.207155,0,1,2023-09-11
de9003a08ba6d60c1e00317f79b7a6438c7ff44136a452fc5519fdc1bd8a6a6a,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/financemanager.html,Page not found - eMedia Patch,organic,google,/tag/digital-marketing,Chrome,11,1,1,1,1,0,0,0,3.687838,1,0,2023-09-11
3f407ea035510d7c8c718be64fa1c8f3be7f9d8201df644a75fc4fdc9cbfa87d,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,(none),(direct),/seo-in-2023,Chrome,11,1,1,1,0,0,0,0,0,1,1,2023-09-11
70e43e3de473caf4a347d084038ec4e914b66b545e058fc17186b3f1997cfd4e,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,l.instagram.com,/seo-in-2023,Safari (in-app),11,1,1,1,0,0,0,0,0,1,1,2023-09-11
ddca486765ce6ff837b2fd795b9511f3ec54fff988da9a19bd82562eb92e0dd9,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,linkedin.com,/seo-in-2023,Safari,11,1,2,1,0,1,0,0,1743.863856,0,1,2023-09-11
a05ba896e9391d51f8feb4effee0f23c81651eedbbd5fe7a4d536ddc5333491d,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/tag/digital-marketing/,Digital marketing Archives - eMedia Patch,organic,google,/tag/digital-marketing,Chrome,11,1,1,1,6,1,0,0,6.041711,0,1,2023-09-11
9b99abb00f38bf2c6327edea39868f279ec6e98da58cddc9f1fd0080ddafac4e,Mon Sep 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/tag/seo/,seo Archives - eMedia Patch,organic,google,/tag/digital-marketing,Chrome,11,1,1,1,2,0,0,0,3.915499,1,0,2023-09-11
8c2713d1940ba9cac225454b811e0a86e4a6c7426dc0318ce3d14bc5d0a39b8c,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(not set),(not set),/category/emedia-patch-blog,Chrome,13,1,2,1,20,0,2,0,16.679916,1,0,2023-09-13
3fecbba6f85371a8702edcf204cf76518a393cd822b33163a587c5eae600d3cb,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,organic,google,/category/emedia-patch-blog,Chrome,13,1,1,1,7,0,0,0,8.651146,1,0,2023-09-13
62c4f68c4f2dc682e0e7ac38a6dabc175b948cbc46794abf126151fb1bdda77b,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Opera,13,1,1,1,4,0,0,0,4.042347,1,1,2023-09-13
d4158b6c5620a61230339f8a4527a69b3b81dcb59353910904aca8bd43737d73,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,(none),(direct),(not set),Chrome,13,1,0,0,0,0,0,0,0,1,0,2023-09-13
771b373c8428394112fb759132df028d31b32b9f390f5230dd71712ecc745032,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,13,1,1,1,25,0,0,0,268.162089,1,0,2023-09-13
f10574f1f6578947b91fdbfaf4d8a4f83f0becb576bc9d7e8c26a9db619efd1f,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,(not set),(not set),/category/emedia-patch-blog,Chrome,13,1,4,1,53,0,0,0,92.826272,1,0,2023-09-13
0a64f6206219461c2b15729d490fa5431476c390654d328f8b6c38b520d0ea08,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,organic,google,/seo-in-2023,Chrome,13,1,1,1,0,0,0,0,0,1,0,2023-09-13
8bfcb232aafa58ad3ae8dd077567bac9afccbed66c79f57c9f5dd11ef2ef0da6,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Safari,13,1,1,1,0,0,0,0,6.647688,1,0,2023-09-13
c774f288389b3a9b704ad94f7e2845a5e8e16dc37870ed7b9e65cd35bbb77419,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(none),(direct),/visual-design-crafting-lasting-impressions,Safari,13,1,1,1,0,0,0,0,0,1,0,2023-09-13
b745db32fcb47244f21d747a5f214787a381ffd174cc31fdc47a7d6793317f48,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(not set),(not set),/category/emedia-patch-blog,Chrome,13,1,18,1,281,0,0,0,1681.791058,1,0,2023-09-13
c13fd259862d1a16c929f34c4c7e3bc8c3a8036842a133ffbb4bc702bf1fa4f1,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/whyilikereporting/,Why I Like Reporting - eMedia Patch,organic,google,(not set),Chrome,13,1,0,1,32,0,0,0,0.000525,1,0,2023-09-13
c8c095c9b2e81f562aa7d90a333e21dff7b07f65723d9af94b6f882b4b374ec6,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/whyilikereporting/,Why I Like Reporting - eMedia Patch,organic,google,/whyilikereporting,Chrome,13,1,1,1,0,0,0,0,0,1,0,2023-09-13
4da8bdf0745762a38ae36d1f759418bf1bcabd87b009cf7efbb457a3e0e5ef83,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Edge,14,1,0,1,0,0,0,0,0,1,0,2023-09-14
1ecb5cd93ca74e53e546e57733c852955f1ab14118f0906b4a1ef93797568b07,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),organic,google,(not set),Safari,14,1,0,1,0,0,0,0,0,1,0,2023-09-14
8a5ee0c02ae198d5bc0042f09450de208cedf8a002e02814507aa10b060be099,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,l.instagram.com,(not set),Safari (in-app),14,1,0,1,0,0,0,0,0,1,0,2023-09-14
70b47ad01b4a31d99e21a608457a608687577156a4a306dc722ca33ff7ed77a9,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,linkedin.com,(not set),Chrome,14,1,0,1,0,0,0,0,0,1,0,2023-09-14
9b7c00202054ebd61654906aece680ff722aea28a6679eaf4099e8b0c42216fd,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable/,8 Essential Ingredients that Will Make Your Advertising Campaign Memorable - eMedia Patch,(none),(direct),/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable,Safari,14,1,1,1,0,0,0,0,0,1,1,2023-09-14
68a089dde7da1579aa4806390994b1b39933b018f988450d9315ce2d4acd1033,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/HiringSearch,Page not found - eMedia Patch,(none),(direct),/HiringSearch,Chrome,14,1,1,1,1,0,0,0,0.971004,1,0,2023-09-14
76a1dde17807bf8e761fc68e8464274c4333359e9f853ba852900b0d2945bcb7,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,14,1,1,1,0,0,0,0,0,1,0,2023-09-14
bd16d118123d1d5c40c9afde7bc531b27bffcf1ecbfb4cedc3b08179352dd3cf,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,14,1,1,1,15,1,1,0,306.577432,0,1,2023-09-14
a3ad72ea3981e3aed96fc839fe474d102a42a76681abd94a5bdbfb6db9553707,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),/whyilikereporting/,Why I Like Reporting - eMedia Patch,(none),(direct),/seo-in-2023,Chrome,12,1,1,1,152,0,0,0,153.891659,1,0,2023-09-12
5e294bf79f328dc2ce80652ff75556e18b094bcfe13c616d62d8f2fd9d71db95,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),/whyilikereporting/,Why I Like Reporting - eMedia Patch,organic,google,/category/emedia-patch-blog/page/4,Chrome,12,1,1,1,0,0,0,0,3.537559,1,0,2023-09-12
01609800372cd3d73343bc351efae8f3df4e21a63685d22a817b084490f15b41,Tue Sep 12 2023 00:00:00 GMT+0200 (Central European Summer Time),/whyilikereporting/,Why I Like Reporting - eMedia Patch,organic,google,/whyilikereporting,Chrome,12,1,1,1,0,1,0,0,147.034269,0,0,2023-09-12
296851cae36744e26d338cc13dc0bcdd27dc843fb82b60a6f1eac9e30389cefa,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Chrome,13,1,0,1,0,0,0,0,0,1,0,2023-09-13
86d9c7cf7eecaf21f41ac1d3ab41005eb5b2f0c2acd6ffb3753177755ab10f55,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Safari,13,1,0,1,0,0,0,0,0,1,0,2023-09-13
293ef694fdca16aa1d3827072fb7711fa7a2a0b5ccb146ad1b76cc3bd4c5e12d,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(not set),(not set),(not set),Chrome,13,1,0,1,0,0,0,0,0,1,0,2023-09-13
88be06f13b771c4caa05c26a669b114dd6e3ad830c1dba5c7acf76ce1ca3d495,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,l.instagram.com,(not set),Safari (in-app),13,1,0,1,0,0,0,0,0,1,0,2023-09-13
8ceab8d44650905940671e0886b89fa6e9b3af9413b3d0c0e88ace285f8bc2e5,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,13,1,1,1,6,1,1,0,6.739205,0,0,2023-09-13
9d298cd4eee6a359aba18131f4e2eee21ba85454a8d81e3d191867cce772cd85,Wed Sep 13 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Safari,13,1,1,1,3,1,1,0,3.659884,0,1,2023-09-13
322c1fbe653b8b32b8c94c3e83dac7930c5d172109d123084c36088f613a97e3,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,(not set),(not set),(not set),Chrome,14,1,0,1,24,0,0,0,0.000689,1,0,2023-09-14
13025cecb681e2c5151f900a4ba756e2dc50ae8e8dd423f2025d7a7a09fe9763,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Chrome,14,1,1,1,8,0,0,0,8.8377,1,1,2023-09-14
94a6d22499c84d4a0a6d578e36c9697c11cbd5a3d10f73eceae7a3f5484530d7,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,l.instagram.com,/seo-in-2023,Android Webview,14,1,1,1,4,1,0,0,16.724231,0,1,2023-09-14
84903c2829d6fca6755a6ee48078f8dc5b4cac20213d7002e1e3ee097c775712,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,linkedin.com,/seo-in-2023,Chrome,14,1,1,1,13,1,0,0,903.796774,0,1,2023-09-14
70cb1e089cf5d572c1f340ec84c0bbe18ad4f1ec4a271359e79bb539eec89c91,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(none),(direct),(not set),Chrome,14,1,0,1,0,0,0,0,0,1,0,2023-09-14
3e0495e21283c75b6d3b6748203894edc96265523f1c815b509294e8593312ea,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(not set),(not set),(not set),Chrome,14,1,0,1,20,0,0,0,544.139498,1,0,2023-09-14
cb126d498eaa01957a866d10876eeb979ea35b53bc7548adad8f667bd287782d,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/biggest-advantages-of-remote-working/,The biggest advantages of remote working - eMedia Patch,organic,google,/visual-design-crafting-lasting-impressions,Chrome,15,1,1,1,0,1,0,0,14.52652,0,0,2023-09-15
6d260d9ef415054acbae1c8dcb4dda40b7b6e83bb34141e8ee8e6fbfa65a6f7a,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/careers21.html,Page not found - eMedia Patch,(not set),(not set),(not set),Chrome,15,1,0,1,7,0,0,0,0,1,0,2023-09-15
97201f6c98d863aca217ac7634e272689f3444988dc1524020049b439cde2ae5,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,organic,google,(not set),Chrome,15,1,0,1,5,1,0,0,816.652131,0,0,2023-09-15
6c1e26a19f7f569cf1bc8ca5fd04a27ebd6516a72548f3086c1cc95575b6f01d,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,organic,google,/visual-design-crafting-lasting-impressions,Chrome,15,1,1,1,4,1,0,0,11.061598,0,0,2023-09-15
8cd0d922061869041e5d9ffd8ccde0f50f99d51eb777321f7fbb4baaa7c9a3b7,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,referral,linkedin.com,/visual-design-crafting-lasting-impressions,Chrome,15,1,1,1,10,1,0,0,17.763384,0,0,2023-09-15
5b74d33b9c250e0350cccc6ee76aa82c88e0d024e8d3a4b351fd1067d39e97c6,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/financemanager.html,Page not found - eMedia Patch,(not set),(not set),(not set),Chrome,15,1,0,1,7,0,0,0,0,1,0,2023-09-15
6292c4f60c0e1468f77fab8a9f859e196d338eaa31e33c88afa22a19b2b7f826,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,organic,google,(not set),Chrome,14,1,0,0,0,0,0,0,0,1,0,2023-09-14
446ad3ec9ea6de4465d2c662f378e676a6d9dd5a976b34508189e66d607f7bc1,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,referral,l.instagram.com,/seo-in-2023,Safari (in-app),14,1,1,1,21,1,1,0,21.851281,0,0,2023-09-14
e44f0eff9b019c7b297bc1cc85c33bf361eaaf29cd2ecd74d47ec78540e8a4e7,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/graphic.html,Page not found - eMedia Patch,organic,google,/graphic.html,Chrome,14,1,1,1,2,0,0,0,2.152823,1,1,2023-09-14
bbf745928a5ae830f785bd56558cb714a9a560fb247871321eee07aeef750c2a,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/hiringmo.html,Page not found - eMedia Patch,(not set),(not set),(not set),Chrome,14,1,0,1,7,0,0,0,0,1,0,2023-09-14
2a70b3f75dfc91f8c44608682d684be8b6bbf1303d1d7ccd004f1fb70dbbec98,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/hiringsa.html,Page not found - eMedia Patch,(not set),(not set),(not set),Chrome,14,1,0,1,6,0,0,0,0,1,0,2023-09-14
d8a45f579635f779346af762e17180d9215a18130bdd870ee6a51e4f89375ee6,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/landingpage1111.html,Page not found - eMedia Patch,referral,l.facebook.com,/landingpage1111.html,Android Webview,14,1,1,1,0,0,0,0,0,1,1,2023-09-14
36199ce5abd1b9f486fd97b7558f669625fb0373336fdf6ffb3ea8a1792201ed,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,(none),(direct),/portfolio-item/adis,Safari,14,1,1,1,5,1,0,0,10.3723,0,1,2023-09-14
dc1d20ab98d69fc41a5caabb6252a0de6c5cc17e1e61bfe920ca8d76273f58b1,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/adis,Chrome,14,1,1,1,42,1,0,0,42.559249,0,1,2023-09-14
9df6247c03442d554a523aecfe166a0862036d78cee0fc2f3c3e5f8de3e8dbb6,Thu Sep 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/aida/,Aida Memagic - eMedia Patch,organic,google,/portfolio-item/adis,Safari,14,1,1,1,10,1,0,0,10.641477,0,0,2023-09-14
d7ada1932f7007d92fc62eec0462a1031169a68b584d2998a82adb3a287176ef,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Safari,15,1,0,1,0,0,0,0,0,1,0,2023-09-15
b5f0e9ea835d6f7a74d490e46351d740172beb04d2b80b99df2291a1e0a862c8,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,referral,facebook.com,/visual-design-crafting-lasting-impressions,Android Webview,15,1,1,1,0,0,0,0,0,1,1,2023-09-15
5a5b73c13300838463239b6258a2af81337b965dc4002350ac74114edf877799,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,referral,l.facebook.com,(not set),Chrome,15,1,0,1,0,0,0,0,0,1,0,2023-09-15
e6f0eaf6d43a2a8a72b310a13d7a6724a3afdfcc27557d4698154f0807ab3d52,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,referral,l.facebook.com,/visual-design-crafting-lasting-impressions,Chrome,15,1,1,1,0,0,0,0,0,1,1,2023-09-15
d97881eaf02f4faa85459b3985c22afc7ce139840fea67407db7c28f7a7d8ee4,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,referral,l.instagram.com,/visual-design-crafting-lasting-impressions,Android Webview,15,1,1,1,0,0,0,0,0,1,1,2023-09-15
f2b8019549f2419bc9aea35d5b2759da5e3c4a850d57fa0cbc3027eec0d51e0b,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,referral,linkedin.com,/visual-design-crafting-lasting-impressions,Chrome,15,1,1,1,8,1,0,0,7.926634,0,1,2023-09-15
1ffc03113d704259b505a4965ab2d406433983db7e35399af0a988a26cb1febf,Sat Sep 16 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Chrome,16,1,0,1,0,0,0,0,0,1,0,2023-09-16
93e1ef96cded96f58555979eb1b48ef0b8180062ffa398e808eb66d4f874f26a,Sat Sep 16 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Firefox,16,1,0,1,0,0,0,0,0,1,0,2023-09-16
6d433ca49d2a1ae40392181981751d0b558b9af9370e90bc0099020edeb1747c,Sat Sep 16 2023 00:00:00 GMT+0200 (Central European Summer Time),/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable/,8 Essential Ingredients that Will Make Your Advertising Campaign Memorable - eMedia Patch,organic,google,/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable,Safari,16,1,1,1,0,0,0,0,0,1,1,2023-09-16
3fa07b56ce72dcc123f67e9f7dbb89bd09f8bb9c2c3eff17c675b2e5d5fa5712,Sat Sep 16 2023 00:00:00 GMT+0200 (Central European Summer Time),/a-bulletproof-solution-to-the-revolving-doors-issue-in-advertising/,A Bulletproof Solution to the Revolving Doors Issue in Advertising - eMedia Patch,(none),(direct),/a-bulletproof-solution-to-the-revolving-doors-issue-in-advertising,Firefox,16,1,1,1,121,1,0,0,126.648392,0,1,2023-09-16
6784dafbfdcc0002b579f489cde402ac8960afbce1b8080c096ac5274e611d33,Sat Sep 16 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),(not set),Safari,16,1,0,1,0,0,0,0,0,1,0,2023-09-16
fbb9f5c07253c55bb057f0791919a384f78b81dd92018d66d9f1301a7d8d7c59,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/how-to-use-social-media-for-brand-awareness-which-channel-should-you-use-for-your-strategy/,How to Use Social Media for Brand Awareness: Which Channel Should You Use for Your Strategy - eMedia Patch,organic,google,/how-to-use-social-media-for-brand-awareness-which-channel-should-you-use-for-your-strategy,Chrome,15,1,1,1,0,0,0,0,0,1,0,2023-09-15
10621ae52e6b79d82004e5a084e369d56208b1abae12cbab1bde0d92c8a86ddb,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/how-to-use-social-media-for-brand-awareness-which-channel-should-you-use-for-your-strategy/,How to Use Social Media for Brand Awareness: Which Channel Should You Use for Your Strategy - eMedia Patch,organic,google,/visual-design-crafting-lasting-impressions,Chrome,15,1,0,1,0,1,0,0,0,0,0,2023-09-15
97a5c8ac46410436b96ffa6d04f734f5694abe95cfdd6ea79db943b69731e0db,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/landingpage1111.html,Page not found - eMedia Patch,(not set),(not set),(not set),Chrome,15,1,0,1,7,0,0,0,0,1,0,2023-09-15
408638e16596f2d43273e73ed2c743e2886e7a4b057c967c1207eb78e29ca493,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adi/,Adi Dedic - eMedia Patch,(none),(direct),/portfolio-item/adi,Safari,15,1,1,1,17,1,0,0,18.405115,0,1,2023-09-15
757e3fcad552580905389977370ea3c7aea7e36dbb99d0e4834b131cf7cf9439,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/adis,Chrome,15,1,1,1,7,0,0,0,7.778485,1,1,2023-09-15
65ac841f78b09cf95dc1d42969ef269749e0aa37f803604e833e9843dfb0494f,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/aida/,Aida Memagic - eMedia Patch,(none),(direct),/portfolio-item/adi,Safari,15,1,1,1,23,1,0,0,24.939147,0,0,2023-09-15
550bf4ee88df4e38b5d712a02dfe50c2b75df84cea8e2ea68cbda9910f4e3f9b,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Chrome,15,1,1,1,5,1,0,0,19.280107,0,1,2023-09-15
88a93a426e3d38034c7f69c7f25f35a915ca0226a976834466d06d76cb1ca174,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,l.instagram.com,/seo-in-2023,Android Webview,15,1,1,1,3,0,0,0,5.301356,1,1,2023-09-15
c5eb9ac5e899afeea9e32edfc886a16f8dd327bf883625e6daf29363a3319bb2,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,l.instagram.com,/seo-in-2023,Safari (in-app),15,1,1,1,5,1,0,0,11.087509,0,1,2023-09-15
63cff0a1a7772eca2f81054942e122b6052e2523246553aa4af5c2f575dc9aea,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/seo-in-2023/,SEO in 2023: The Future of Online Visibility - eMedia Patch,referral,linkedin.com,/seo-in-2023,Safari (in-app),15,1,1,1,0,0,0,0,0,1,1,2023-09-15
a91029b1303cb85cb4a0b3b78c8843223c181de23cc7400d909d609241c9a5f5,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(none),(direct),(not set),Chrome,15,1,0,1,0,0,0,0,0,1,0,2023-09-15
328784f2021dc9e58a05bbbfa37a1a209310fe41a3a81a6f3f7e3b116e7093f6,Fri Sep 15 2023 00:00:00 GMT+0200 (Central European Summer Time),/visual-design-crafting-lasting-impressions/,Visual Design & Crafting Lasting Impressions - eMedia Patch,(none),(direct),/visual-design-crafting-lasting-impressions,Safari,15,1,1,1,0,0,0,0,0,1,1,2023-09-15
