uniqueid,date,pagepath,pagetitle,sessionmedium,sessionsource,landingpage,browser,day,sessions,screenpageviews,activeusers,userengagementduration,engagementrate,conversions,totalrevenue,averagesessionduration,bouncerate,newusers,formatted_date
68cb073ffe2e8b5c9cb752f72ac77aa311fe7de95d0f5021a4275b9bd1a52c46,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),organic,google,(not set),Chrome,22,1,0,1,0,0,2,0,0,1,0,2023-08-22
381f155f272a82d7b106328d7f899f66652d48869686fd6be8d534daba96e7e3,Thu Aug 10 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Safari,10,1,1,1,0,0,0,0,0,1,1,2023-08-10
6200e928eb5b176b583174435c1608334fb7f7468ff9165178455fcb4af5c9a2,Thu Aug 10 2023 00:00:00 GMT+0200 (Central European Summer Time),/tag/digiday/,digiday Archives - eMedia Patch,organic,google,/tag/digiday,Chrome,10,1,1,1,0,0,0,0,0,1,1,2023-08-10
789756c0526fe76a8d3b029ab7b9cca212395edcb8dca0cb13d474dcc7b65339,Fri Aug 11 2023 00:00:00 GMT+0200 (Central European Summer Time),/why-this-screenshot-deck-wont-get-better-off-me/,Why This Screenshot Deck Won't Get The Better Of Me - eMedia Patch,organic,google,/why-this-screenshot-deck-wont-get-better-off-me,Chrome,11,1,1,1,0,0,0,0,0,1,1,2023-08-11
e63346b1c83e21e9c4b63c7cdaa7cfbae8862c5841f6cf488aab51299c51abcd,Sat Aug 12 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/adis,Chrome,12,1,1,1,0,0,0,0,0,1,1,2023-08-12
c4db3778cad7dd54d04bf87a43cbf5c31614077a74e9bf1c99f578e1e8d796e1,Sat Aug 12 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Safari,12,1,1,1,0,0,0,0,0,1,1,2023-08-12
f69c163e9b5ca69eb58e2059345e6892e626b0a29bbf13ffa89415d01f9b7563,Mon Aug 14 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),organic,google,(not set),Chrome,14,1,0,1,0,0,2,0,0,1,0,2023-08-14
dac08968143e642b464d7f9f1705cea35bfaea6ae917d720f6c5db269b9ea65b,Mon Aug 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adi/,Adi Dedic - eMedia Patch,organic,google,/portfolio-item/masa,Chrome,14,1,1,1,0,0,0,0,9.208874,1,0,2023-08-14
98148ac1e8d4410ffdcfd4370d93a370651b7be932784089b38b138ecec38c81,Mon Aug 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/adis,Chrome,14,1,1,1,0,0,0,0,0,1,1,2023-08-14
f65bcf01d01bb5fb7a2ad160915b70c51715af0d11db413376be0e985072ea93,Mon Aug 14 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/masa,Chrome,14,1,1,1,0,0,0,0,76.049186,1,0,2023-08-14
f12a43e85e13ba71e287f8e184941aeec740ac4561ac1bf3eed50877ed2fb9fb,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adi/,Adi Dedic - eMedia Patch,organic,google,/portfolio-item/masa,Safari,23,1,1,1,0,0,0,0,5.97089,1,0,2023-08-23
81168d24691847bbcd59ce33b9ed0b8b199dabd4dc57ed673784a4c36fcb1068,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/masa,Safari,23,1,2,1,0,0,0,0,123.449499,1,0,2023-08-23
d0fd83a5dfe1d0b63575b3b0307dbd702017cd298037f0736519c45222260f9c,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/aida/,Aida Memagic - eMedia Patch,organic,google,/portfolio-item/masa,Safari,23,1,1,1,0,0,0,0,9.130146,1,0,2023-08-23
e7d4834d2e7f689e4fc4a0a3cb89b6260dd9bb0c03051d066c1ceec464e9a2f3,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/emir/,Emir Mesanovic - eMedia Patch,organic,google,/portfolio-item/masa,Safari,23,1,1,1,0,0,0,0,6.107928,1,0,2023-08-23
4fab554b25b7ffdd81c71e48024e239fcb05ad0aa0a8fd609e5ed9840767399f,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,23,1,1,1,0,0,0,0,253.043094,1,0,2023-08-23
5498cfaf2485b51b2f197163f580abb3281af8759f7c3ced968eedabc5865766,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,(none),(direct),/portfolio-item/masa,Chrome,23,1,1,1,0,0,0,0,0,1,0,2023-08-23
c7001361c6039c747d1d0272ab901529783b1d84c19d99135d2e698565baf8b6,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Chrome,23,1,1,1,0,1,0,0,0,0,1,2023-08-23
99d503332280b8b533381a7e720aa4292ea9e5487a9bb368e0bbe0114d0847a0,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/masa/,Masa Campara - eMedia Patch,organic,google,/portfolio-item/masa,Safari,23,1,2,1,0,1,0,0,1.980632,0,1,2023-08-23
abc35108ec741bc049b2c80a180596f3b94f88a42f4acab8fd8bd98b04e2bf16,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/presenting-online-marketing-campaign-results-6-best-practices-that-lead-to-repeat-business/,Presenting Online Marketing Campaign Results: 6 Best Practices that Lead to Repeat Business - eMedia Patch,organic,google,/portfolio-item/masa,Chrome,23,1,1,1,0,0,0,0,25.09722,1,0,2023-08-23
190b2c410ae654654fd4208dd5e43d847d1a361336365d5f7369675c0d66ebc5,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/tag/event/,event Archives - eMedia Patch,organic,google,/tag/event,Chrome,23,1,1,1,0,0,0,0,0,1,1,2023-08-23
ddf4435af9b44485c05a3f671f5510c96dbf91fd88f6d1e7407bc7414901cd60,Thu Aug 24 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Chrome,24,1,0,1,0,0,2,0,0,1,0,2023-08-24
a774990b53f3aac45f97dbe3a34df66062255d59e0a3fb7df4c539f42051a951,Thu Aug 24 2023 00:00:00 GMT+0200 (Central European Summer Time),/,eMediaPatch,(none),(direct),/category/emedia-patch-blog,Chrome,24,1,9,1,20,0,0,0,964.202076,1,0,2023-08-24
d2d8d82e8ff447a8781a963b0dcb11cf01aade2df34a308f48ed2a18a78a596a,Thu Aug 24 2023 00:00:00 GMT+0200 (Central European Summer Time),/404.html%3Fpage=/password&from=,Page not found - eMedia Patch,(none),(direct),/404.html%3Fpage=/password&from=,Chrome,24,1,1,1,0,0,0,0,0,1,0,2023-08-24
b8e32ed73f85807978ac18196b3c367576f2e185e9699ac761a70675d139b662,Thu Aug 24 2023 00:00:00 GMT+0200 (Central European Summer Time),/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable/,8 Essential Ingredients that Will Make Your Advertising Campaign Memorable - eMedia Patch,organic,google,/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable,Safari,24,1,1,1,0,0,0,0,0,1,1,2023-08-24
5f44ad688ed4fe48e4394e72b6d868f51587595e41df58d99a96464ad1efe20a,Thu Aug 24 2023 00:00:00 GMT+0200 (Central European Summer Time),/index.html,eMediaPatch,(none),(direct),/category/emedia-patch-blog,Chrome,24,1,8,1,33,0,0,0,1742.767817,1,0,2023-08-24
815013156fef242ff07c5c225322f7f97c98306afbafa8b39fc6e8802bd60516,Thu Aug 24 2023 00:00:00 GMT+0200 (Central European Summer Time),/password,Page not found - eMedia Patch,(none),(direct),/404.html%3Fpage=/password&from=,Chrome,24,1,0,1,0,0,0,0,0,1,1,2023-08-24
5df678fba4d4ac54d8311e2f32160accdd8699bab701294d6e08e8a1d9f96416,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Samsung Internet,25,1,0,1,0,0,2,0,0,1,0,2023-08-25
4495464309c556fc9234aea3250c3f4126dbc71f9f3bb5b1a2b01b8682aa16ab,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,tagassistant.google.com,(not set),Chrome,25,1,0,1,0,0,2,0,0,1,0,2023-08-25
b81d6e1646f80bac0ae8ec354e7443b0ae6f57811cbaa0a789b91715515edf72,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),/april-digital-events-calendar/,April Digital Events Calendar - eMedia Patch,(none),(direct),/how-to-use-social-media-for-brand-awareness-which-channel-should-you-use-for-your-strategy,Chrome,22,1,1,1,0,0,0,0,31.473534,1,0,2023-08-22
5e8c575493acb37e3d015f6f796e443f78526768e09edac3f5b31334660727ce,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),/author/admin/,admin; Author at eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,22,1,1,1,0,0,0,0,25.40574,1,0,2023-08-22
374414aa4eec9002cc1c474155f3f6999a9d525f1934edc5628278dc2fa2fe83,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),/careers.html,Page not found - eMedia Patch,referral,catbih.ba,/404.html%3Fpage=/careers.html%3Ffbclid=IwAR08-QWsCvndnmrcmtBcZGXAeBgLtGzyw6nM0vhhQs1Mu2V8qHQS4zmmDC8&from=https://catbih.ba,Chrome,22,1,0,1,0,0,0,0,0,1,1,2023-08-22
0b22397e1d0bf588e330fd5951a1b1ed88e494915e029f7902016ef656f0aaf0,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,organic,google,/category/emedia-patch-blog,Chrome,22,1,1,0,0,0,0,0,0,1,0,2023-08-22
2418712e81b43ec55795ba0711d7a5b1b70a5745d3699f673551a1b0e0368a88,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),/june-digital-events-calendar-2/,June Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,22,1,1,1,0,0,0,0,10.029001,1,0,2023-08-22
5d6489db9ca2bac00610284b681d20019127302b2bfdc5854e291b56e30311f4,Tue Aug 22 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/adis/,Adis Avdic - eMedia Patch,organic,google,/portfolio-item/adis,Chrome,22,1,2,1,0,1,0,0,20.678325,0,1,2023-08-22
90e54598d54d9ea9f7a7ae07f9b16352b4751ad92dd1bf8dc12679d006f220cf,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Chrome,23,1,0,1,0,0,2,0,0,1,0,2023-08-23
00a21d7e6f98eeca03ab5b4518d7292bafaf931d2f3486c5afaa7ff5e25676c3,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),organic,google,(not set),Chrome,23,1,0,1,0,0,2,0,0,1,0,2023-08-23
634c21d07578324f6f8fab54af6d47241d11b1dbae56c134524f74e4c3945089,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),organic,google,(not set),Safari,23,1,0,1,0,0,2,0,0,1,0,2023-08-23
d0f79b81a304a94197691baf19692697f8679d9ed077f9173cf58135a57e5b95,Wed Aug 23 2023 00:00:00 GMT+0200 (Central European Summer Time),/april-digital-events-calendar/,April Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,23,1,1,1,0,0,0,0,149.01764,1,0,2023-08-23
c51c1722063acf600d806eb903524fb92321adbab4e7cf94f964cb1b819196c9,Sat Aug 26 2023 00:00:00 GMT+0200 (Central European Summer Time),/portfolio-item/emir/,Emir Mesanovic - eMedia Patch,(none),(direct),/portfolio-item/emir,Samsung Internet,26,1,1,1,0,0,0,0,0,1,1,2023-08-26
3f5474d5a4785a9cc87a2c955059a2dfb9579812860f77ae5a3d566450eb9464,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),(none),(direct),(not set),Edge,28,1,0,1,0,0,2,0,0,1,0,2023-08-28
2d22057968db6c952fccab9af6347658cf48fdbe66add840d34979ded884a996,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,tagassistant.google.com,(not set),Chrome,28,1,0,1,0,0,2,0,0,1,0,2023-08-28
376b99ecac5b456f3fbb773846669105eb3f2f6c4b0c6fdb5ef45a1caec0cbf6,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/6-best-practices-for-creating-effective-call-to-actions/,6 Best Practices for Creating Effective Call-to-Actions - eMedia Patch,(none),(direct),(not set),Chrome,28,1,0,1,39,0,0,0,0.000418,1,0,2023-08-28
67540eb89977bb9326b29aaa16cadd4ea6e29b133165d8a3b579ab766bcd66b3,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/6-best-practices-for-creating-effective-call-to-actions/,6 Best Practices for Creating Effective Call-to-Actions - eMedia Patch,(none),(direct),/find-out-if-voice-is-the-next-big-thing-in-marketing-and-what-are-the-best-ways-to-leverage-it,Chrome,28,1,1,1,131,0,0,0,201.664139,1,0,2023-08-28
5a6f623afefc282c06ab318c5e04d9b55fce61212bc34eaf468ebc96e5667d83,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/6-best-practices-for-creating-effective-call-to-actions/image/gif;base64;R0lGODlhAQABAIAAAAAAAP/yH5BAEAAAAALAAAAAABAAEAAAIBRAA7,Page not found - eMedia Patch,organic,google,/6-best-practices-for-creating-effective-call-to-actions/image/gif;base64;R0lGODlhAQABAIAAAAAAAP/yH5BAEAAAAALAAAAAABAAEAAAIBRAA7,Chrome,28,1,1,1,1,0,0,0,1.14478,1,1,2023-08-28
b2a29816e6fbed86612eb02542a014e516f51df50a7c4f584ff75a0367fb358d,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable/,8 Essential Ingredients that Will Make Your Advertising Campaign Memorable - eMedia Patch,(none),(direct),(not set),Chrome,28,1,0,1,18,0,0,0,0.000508,1,0,2023-08-28
ce07ad2cc29888b063d2c442e09636fcf1d59b017cc052de8ebfc91731d70263,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/8-essential-ingredients-that-will-make-your-advertising-campaign-memorable/,8 Essential Ingredients that Will Make Your Advertising Campaign Memorable - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,28,1,1,1,527,0,0,0,1602.804219,1,0,2023-08-28
e10f0487ea3400224c4a0bc3a60383e7313af153360bd998b4db1b0cacb3b41a,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/ads.txt,Page not found - eMedia Patch,(none),(direct),/ads.txt,Chrome,28,1,1,1,1,0,0,0,7.918606,1,0,2023-08-28
2db647c293cbc3c02925cffae15acef6ef62359c868eeadc3fde6a5e2a1121b3,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/april-digital-events-calendar/,April Digital Events Calendar - eMedia Patch,(none),(direct),/april-digital-events-calendar,Chrome,28,1,1,1,6,1,0,0,7.494762,0,0,2023-08-28
6e711d150958ba979f5d56cb3dfa43de37c2cffe27adc6947b46ae37b9d0c10d,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/april-digital-events-calendar,Chrome,28,1,1,1,4,0,0,0,8.459424,1,0,2023-08-28
5f33bdaae6659728ad21d7b972d735bf9cb6f2304026d50a63afad93eac6f719,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,0,1,0,0,0,0,1,2023-08-28
61cf14c9747c91800238b7bff7875783b00c22e20ddde9cfd3796f6d9a35bc44,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Samsung Internet,25,1,1,1,0,1,0,0,0,0,1,2023-08-25
034a20f7e3b242abc75dee7e70e4960dbae6694cbd2aebd6d7106c05f760e339,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,referral,tagassistant.google.com,(not set),Chrome,25,1,0,1,0,0,0,0,0,1,0,2023-08-25
7b9fbb7da404cef1872e53ded8bda04f75aab0ca3439e74547bb0c8258c1d13e,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/,eMedia Patch Blog Archives - eMedia Patch,referral,tagassistant.google.com,/category/emedia-patch-blog,Chrome,25,1,18,1,71,1,0,0,2088.239805,0,0,2023-08-25
74cad4ca339702b86b5a132e7d4b95d6e48925d8f2a40cc8b0aba2933d82daa5,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/february-digital-events-calendar/,February Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,25,1,2,1,0,0,0,0,4.524466,1,0,2023-08-25
d41117cb31104f16fa24fa0ae3a0ebb470ef62aa64543c9b098e804455e6dff0,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/index.html,eMediaPatch,referral,tagassistant.google.com,/index.html,Chrome,25,1,9,1,43,1,0,0,2170.277935,0,0,2023-08-25
e730079ebfcb022af2291caa32d5ab84cf54c7032c1efeb9487ef2100599b621,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/january-digital-events-calendar/,January Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,25,1,1,1,0,0,0,0,0.17006,1,0,2023-08-25
a478cfae30fed0e77cd92f9be161cb5b16c2a4ff376706bd77110ac4506c60ab,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/june-digital-events-calendar-2/,June Digital Events Calendar - eMedia Patch,referral,tagassistant.google.com,/category/emedia-patch-blog,Chrome,25,1,9,1,22,0,0,0,706.985759,1,0,2023-08-25
71cf199dc09b26c585577827e571a782e279d3a9d94a0b197daba4e831d40ebe,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/march-digital-events-calendar/,March Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,25,1,3,1,1,0,0,0,1146.314252,1,0,2023-08-25
944e009dd0a395e565c243e8e2fac5f339347a8cf7a534921a7a53e6d984e932,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/march-digital-events-calendar/,March Digital Events Calendar - eMedia Patch,referral,tagassistant.google.com,(not set),Chrome,25,1,0,1,10,0,0,0,0.000309,1,0,2023-08-25
a6a0df9c96796061cc084ec6ff5a212541e5594f757c3cb4b909cbf0c1849b11,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/march-digital-events-calendar/,March Digital Events Calendar - eMedia Patch,referral,tagassistant.google.com,/category/emedia-patch-blog,Chrome,25,1,2,1,2,0,0,0,21.8375,1,0,2023-08-25
b57d481ca0e5d4ddd73740cf47ae26ac80fb12ec25458ded60ca39cb97559304,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/may-digital-events-calendar-2/,May Digital Events Calendar - eMedia Patch,referral,tagassistant.google.com,/category/emedia-patch-blog,Chrome,25,1,2,1,6,0,0,0,16.600047,1,0,2023-08-25
33d0985af1400866dd41a233c3872176f228a77d75f3a914202f609693a40c32,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/november-digital-events-calendar/,November Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,25,1,2,1,0,0,0,0,1.946164,1,0,2023-08-25
8cc2ac79374a26b882139cbba33b3072be0a194c97165104c8ef5e277be3d406,Fri Aug 25 2023 00:00:00 GMT+0200 (Central European Summer Time),/tag/remote-team/,remote team Archives - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Samsung Internet,25,1,1,1,0,0,0,0,171.299864,1,0,2023-08-25
7434cf61b1b336cdafef97686bbaa3848869e3eda6e663df31aca4135221ecae,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/find-out-if-voice-is-the-next-big-thing-in-marketing-and-what-are-the-best-ways-to-leverage-it/,Find out if Voice is the Next Big Thing in Marketing and What are the Best Ways to Leverage it! - eMedia Patch,organic,google,/presenting-online-marketing-campaign-results-6-best-practices-that-lead-to-repeat-business,Chrome,28,1,1,1,16,0,0,0,1080.236509,1,0,2023-08-28
06d79b3cf5486ddbcd9ea261e1574a4b7d6fe4c82fae0037c082d7d9fd34ef20,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/march-digital-events-calendar/,March Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,8,0,0,0,133.642207,1,0,2023-08-28
25894726d2b8a711b1fa3a3ccec950551009a29f0de2cab9153bea352ad3e12f,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/november-digital-events-calendar/,November Digital Events Calendar - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,6,0,0,0,250.839433,1,0,2023-08-28
4ccc1f24e49eac4fd8d08eafe076418829c2b28155b6a13523527e820da51778,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/presenting-online-marketing-campaign-results-6-best-practices-that-lead-to-repeat-business/,Presenting Online Marketing Campaign Results: 6 Best Practices that Lead to Repeat Business - eMedia Patch,organic,google,/presenting-online-marketing-campaign-results-6-best-practices-that-lead-to-repeat-business,Chrome,28,1,1,1,4,1,0,0,37.832145,0,0,2023-08-28
928e87cbb22969dbc62b0e71388a8466239498d56fb0353b316667a686f15f41,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/whyilikereporting/,Why I Like Reporting - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,6,0,0,0,56.133362,1,0,2023-08-28
5ce534fba2bd810601803d56562677e499f7454f3f86b1f224d8670da69aaff0,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/wp-sitemap.xml,Page not found - eMedia Patch,(none),(direct),/wp-sitemap.xml,Chrome,28,1,1,1,0,0,0,0,5.22664,1,1,2023-08-28
313c517d111269647224aeabd08895da44939fe402de44e65324ade8b92e5a99,Tue Aug 29 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),organic,google,(not set),Edge,29,1,0,1,0,0,0,0,0,1,0,2023-08-29
9ecfb355bb70cf67d77962f9c4035631b0e3dfd3c73b31c1031485eaf8bd12c7,Tue Aug 29 2023 00:00:00 GMT+0200 (Central European Summer Time),(not set),(not set),referral,tagassistant.google.com,(not set),Chrome,29,1,0,1,0,0,0,0,0,1,0,2023-08-29
74165ff882057e65e6e550baccb12faeb58d2110303ef05273cbf3cdb62d6156,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/image/gif;base64;R0lGODlhAQABAIAAAAAAAP/yH5BAEAAAAALAAAAAABAAEAAAIBRAA7,Page not found - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,2,1,5,0,0,0,19.894739,1,0,2023-08-28
75daad2f5128d38df6d4910b9cf98eb700c22779b8dfc9a3704cca8ac3c09869,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/2/,eMedia Patch Blog Archives - Page 2 of 6 - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,28,1,1,1,0,0,0,0,5.189944,1,0,2023-08-28
eba3e3e1ebaeccf9600903c1a974daddbc1455ae85dbaeb66201448133a4ccc1,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/2/,eMedia Patch Blog Archives - Page 2 of 6 - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,7,0,0,0,27.553042,1,0,2023-08-28
45eae9de6c9d2234fd3b7d2685caada7f4bf9c369d91cd6c35f1cde9b7622010,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/3/,eMedia Patch Blog Archives - Page 3 of 6 - eMedia Patch,(none),(direct),(not set),Chrome,28,1,0,1,70,0,0,0,0.000829,1,0,2023-08-28
d8d12e680a7f2da5d24fdf0e455d19b9814fda6de9c59cea97c98859e791d81b,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/3/,eMedia Patch Blog Archives - Page 3 of 6 - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,4,0,0,0,56.250361,1,0,2023-08-28
2a563ce5aff04bf78c9f792d231870206bd9415017d2e09ea772167de7c09329,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/3/,eMedia Patch Blog Archives - Page 3 of 6 - eMedia Patch,(none),(direct),/find-out-if-voice-is-the-next-big-thing-in-marketing-and-what-are-the-best-ways-to-leverage-it,Chrome,28,1,1,1,0,0,0,0,5.264634,1,0,2023-08-28
46dbf94bee8d4d1d19adf66bcc8917caaf886317bac4954edec25b18c7cf1068,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/3/image/gif;base64;R0lGODlhAQABAIAAAAAAAP/yH5BAEAAAAALAAAAAABAAEAAAIBRAA7,Page not found - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,3,0,0,0,58.954268,1,0,2023-08-28
53a56b2875a7cd3d639ee9d754dff5ef9a2b2dcf939825f04fc2545409a4abcc,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/5/,eMedia Patch Blog Archives - Page 5 of 6 - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,28,1,1,1,43,0,0,0,43.918042,1,0,2023-08-28
1c306993367496bf6426b39085dc3cf72a5cca4b9d60e1118434eb753e074e15,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/5/image/gif;base64;R0lGODlhAQABAIAAAAAAAP/yH5BAEAAAAALAAAAAABAAEAAAIBRAA7,Page not found - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Edge,28,1,1,1,4,0,0,0,33.923895,1,0,2023-08-28
cc946729fd900e3512ddea0dbed61e4857adb373782e5e3d19574e8f6b3820ae,Mon Aug 28 2023 00:00:00 GMT+0200 (Central European Summer Time),/category/emedia-patch-blog/page/6/,eMedia Patch Blog Archives - Page 6 of 6 - eMedia Patch,(none),(direct),/category/emedia-patch-blog,Chrome,28,1,1,1,116,0,0,0,118.092955,1,0,2023-08-28
